horas_estudio,asistencia,participacion_parental,acceso_a_recursos,actividades_extracurriculares,horas_suenio,calificaciones_previas,nivel_motivacion,acceso_internet,sesiones_tutoria,ingreso_familiar,calidad_profesorado,tipo_escuela,influencia_companieros,actividad_fisica,discapacidad_aprendizaje,nivel_estudio_padres,distancia,genero,puntaje_examen
15,66,medio,bajo,no,9,63,medio,si,3,medio,bajo,privado,neutral,3,no,preparatoria,cercano,hombre,63
26,74,bajo,medio,no,8,57,medio,si,0,medio,bajo,privado,positivo,1,no,preparatoria,cercano,hombre,65
30,73,elevado,medio,si,9,70,bajo,si,0,medio,bajo,publico,negativo,4,no,universidad,cercano,hombre,69
17,62,elevado,bajo,no,6,99,medio,si,2,medio,bajo,privado,negativo,3,no,preparatoria,lejano,mujer,62
16,84,medio,elevado,si,8,51,bajo,si,0,medio,bajo,publico,negativo,3,no,posgrado,cercano,mujer,66
23,94,bajo,bajo,si,9,75,medio,si,3,bajo,medio,privado,neutral,2,no,posgrado,moderado,mujer,69
18,75,elevado,medio,si,9,83,medio,si,2,bajo,medio,publico,positivo,4,si,posgrado,moderado,mujer,67
19,90,medio,elevado,si,5,90,bajo,si,0,bajo,medio,publico,neutral,2,no,universidad,lejano,mujer,94
24,85,medio,bajo,si,7,87,elevado,si,2,medio,bajo,privado,neutral,2,no,preparatoria,cercano,mujer,71
9,75,medio,bajo,no,7,54,bajo,si,2,bajo,medio,publico,positivo,4,no,preparatoria,cercano,mujer,61
28,66,elevado,medio,si,9,73,medio,si,2,bajo,medio,publico,positivo,2,no,universidad,cercano,hombre,68
20,88,medio,bajo,no,4,54,bajo,si,0,elevado,bajo,publico,negativo,4,no,preparatoria,cercano,hombre,66
18,94,elevado,elevado,si,5,81,medio,si,0,elevado,bajo,publico,negativo,5,no,preparatoria,cercano,mujer,71
19,87,bajo,medio,no,9,54,bajo,si,3,bajo,elevado,publico,positivo,4,no,preparatoria,moderado,mujer,66
20,61,bajo,medio,no,6,52,medio,si,2,bajo,bajo,privado,negativo,2,no,posgrado,cercano,hombre,60
10,69,medio,bajo,si,5,65,bajo,si,0,medio,bajo,privado,positivo,3,no,preparatoria,cercano,mujer,60
29,63,bajo,bajo,si,9,97,elevado,no,3,medio,elevado,publico,negativo,3,no,preparatoria,cercano,hombre,66
20,83,medio,bajo,si,5,85,medio,si,1,elevado,elevado,publico,neutral,2,no,universidad,lejano,hombre,67
23,90,bajo,bajo,no,9,50,bajo,si,4,medio,bajo,privado,neutral,3,no,preparatoria,moderado,hombre,67
26,64,medio,bajo,no,5,64,medio,si,2,elevado,medio,publico,negativo,1,no,preparatoria,cercano,hombre,64
14,94,medio,bajo,no,5,51,medio,si,0,medio,elevado,publico,neutral,3,no,universidad,cercano,hombre,66
23,82,elevado,bajo,no,7,65,elevado,si,1,medio,elevado,publico,negativo,3,no,preparatoria,cercano,mujer,68
18,88,elevado,bajo,si,6,84,medio,si,1,medio,elevado,publico,positivo,3,no,posgrado,moderado,mujer,70
25,99,elevado,medio,si,7,88,medio,si,3,bajo,medio,privado,positivo,4,no,universidad,moderado,mujer,75
7,63,elevado,elevado,si,10,90,medio,si,0,bajo,medio,privado,positivo,2,si,preparatoria,moderado,hombre,86
19,96,medio,bajo,si,7,95,elevado,si,3,medio,elevado,privado,negativo,3,no,universidad,cercano,mujer,73
16,65,medio,bajo,no,9,68,medio,si,1,elevado,medio,publico,neutral,3,no,preparatoria,moderado,hombre,61
23,76,elevado,elevado,no,7,93,medio,si,0,medio,bajo,privado,negativo,6,no,preparatoria,moderado,hombre,68
23,94,medio,elevado,no,8,86,medio,si,1,bajo,elevado,publico,neutral,0,no,universidad,lejano,mujer,70
16,96,medio,bajo,si,4,77,elevado,si,1,elevado,elevado,publico,positivo,2,no,preparatoria,cercano,hombre,71
16,80,elevado,medio,si,8,98,elevado,si,2,medio,elevado,privado,positivo,4,no,posgrado,cercano,hombre,71
19,84,medio,bajo,no,8,97,elevado,si,2,medio,bajo,publico,neutral,1,si,universidad,cercano,hombre,68
15,88,elevado,elevado,si,6,95,medio,si,2,bajo,medio,publico,negativo,4,no,preparatoria,cercano,mujer,70
25,93,medio,bajo,si,10,60,bajo,si,1,medio,bajo,publico,positivo,3,no,universidad,moderado,hombre,70
18,65,medio,elevado,si,6,60,bajo,si,0,medio,elevado,privado,neutral,3,no,preparatoria,moderado,mujer,62
3,92,elevado,bajo,si,5,95,elevado,si,3,medio,bajo,publico,neutral,1,no,posgrado,cercano,mujer,67
18,79,medio,bajo,no,8,70,elevado,si,3,medio,bajo,publico,positivo,3,no,universidad,cercano,mujer,68
14,78,elevado,elevado,si,5,90,medio,si,1,medio,bajo,publico,neutral,3,no,posgrado,cercano,mujer,68
10,77,elevado,elevado,no,7,84,bajo,si,2,bajo,elevado,privado,neutral,1,no,preparatoria,lejano,hombre,64
13,80,medio,elevado,no,9,88,medio,si,1,elevado,elevado,publico,positivo,3,no,posgrado,cercano,hombre,68
21,98,bajo,elevado,si,8,51,medio,si,0,medio,bajo,publico,neutral,3,no,preparatoria,cercano,hombre,69
28,82,medio,elevado,no,7,71,bajo,si,1,medio,elevado,publico,neutral,3,no,preparatoria,cercano,hombre,70
22,98,medio,bajo,si,6,93,medio,si,4,bajo,medio,publico,neutral,4,no,preparatoria,cercano,mujer,73
16,67,elevado,medio,si,9,74,medio,si,1,elevado,elevado,publico,positivo,3,no,posgrado,moderado,hombre,66
23,89,bajo,medio,no,5,85,bajo,si,0,bajo,medio,publico,positivo,3,no,posgrado,moderado,hombre,68
17,92,bajo,medio,si,8,88,elevado,no,1,elevado,medio,publico,neutral,3,no,preparatoria,cercano,mujer,68
16,87,bajo,medio,si,10,56,bajo,si,2,medio,elevado,privado,neutral,0,no,posgrado,moderado,mujer,65
13,84,medio,bajo,si,8,58,elevado,si,2,bajo,bajo,publico,neutral,3,no,posgrado,cercano,mujer,66
9,83,elevado,bajo,si,7,86,medio,si,0,bajo,medio,publico,negativo,1,no,universidad,lejano,mujer,62
18,94,bajo,bajo,si,7,53,bajo,si,3,medio,elevado,privado,neutral,2,no,preparatoria,cercano,mujer,67
21,93,medio,elevado,si,6,67,elevado,si,1,medio,elevado,publico,positivo,3,no,posgrado,cercano,mujer,73
19,65,medio,bajo,si,6,96,medio,si,2,medio,elevado,privado,neutral,2,no,posgrado,cercano,hombre,65
18,94,elevado,bajo,no,7,79,elevado,si,2,elevado,medio,privado,neutral,4,no,preparatoria,cercano,mujer,70
14,77,elevado,medio,si,8,96,medio,si,3,medio,bajo,publico,neutral,2,no,posgrado,cercano,hombre,68
24,70,elevado,medio,si,9,65,medio,si,3,medio,bajo,privado,positivo,3,no,preparatoria,moderado,hombre,67
12,95,bajo,medio,si,4,82,elevado,si,2,bajo,medio,publico,negativo,3,no,preparatoria,moderado,hombre,66
25,77,medio,bajo,no,4,64,bajo,si,3,bajo,medio,publico,neutral,4,si,universidad,cercano,mujer,65
14,92,elevado,bajo,si,9,56,bajo,si,1,medio,bajo,publico,neutral,4,no,preparatoria,moderado,mujer,66
15,71,elevado,elevado,no,7,100,bajo,si,2,bajo,bajo,publico,neutral,4,no,preparatoria,cercano,hombre,66
11,60,medio,elevado,no,7,59,elevado,si,2,bajo,medio,publico,positivo,1,no,universidad,moderado,hombre,60
17,80,elevado,bajo,si,8,59,medio,si,0,elevado,elevado,publico,negativo,4,no,universidad,cercano,mujer,66
26,64,elevado,medio,si,7,92,bajo,si,2,bajo,elevado,privado,positivo,4,no,universidad,moderado,mujer,68
23,90,medio,bajo,si,10,90,bajo,si,3,bajo,medio,publico,positivo,5,no,preparatoria,cercano,hombre,72
26,71,bajo,elevado,no,8,99,medio,no,1,medio,bajo,publico,positivo,3,no,universidad,cercano,hombre,68
23,78,medio,bajo,si,6,54,elevado,si,0,bajo,medio,publico,neutral,3,no,posgrado,cercano,mujer,67
13,63,elevado,medio,no,6,55,elevado,si,0,medio,bajo,publico,positivo,4,no,posgrado,cercano,hombre,62
18,71,medio,bajo,no,7,72,elevado,si,0,elevado,elevado,publico,positivo,5,no,universidad,moderado,mujer,66
15,91,elevado,medio,no,6,80,medio,si,0,bajo,medio,privado,positivo,3,no,posgrado,cercano,hombre,69
28,66,medio,bajo,no,10,52,bajo,si,0,bajo,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,64
13,86,bajo,medio,no,7,58,medio,no,0,medio,bajo,privado,positivo,3,no,preparatoria,cercano,hombre,63
25,97,bajo,elevado,si,5,85,medio,si,2,elevado,medio,publico,positivo,2,no,,cercano,hombre,74
25,87,elevado,medio,si,8,83,medio,si,0,medio,elevado,privado,positivo,4,no,universidad,moderado,hombre,72
31,92,medio,bajo,si,9,54,medio,no,1,bajo,medio,privado,positivo,3,no,universidad,cercano,hombre,71
18,64,bajo,elevado,si,9,97,medio,si,2,medio,bajo,publico,negativo,3,no,preparatoria,moderado,mujer,64
24,70,elevado,elevado,no,6,63,bajo,no,0,bajo,medio,publico,neutral,3,no,preparatoria,cercano,hombre,65
34,96,medio,bajo,si,5,94,elevado,si,1,medio,elevado,publico,negativo,5,si,preparatoria,moderado,mujer,75
16,89,elevado,medio,no,9,96,medio,si,2,medio,bajo,publico,positivo,3,no,universidad,lejano,hombre,69
11,86,medio,bajo,no,5,75,medio,si,1,medio,bajo,publico,neutral,4,no,posgrado,moderado,mujer,65
9,87,bajo,bajo,no,8,71,bajo,no,0,bajo,elevado,publico,neutral,1,no,universidad,moderado,hombre,60
24,77,medio,bajo,si,6,64,medio,si,2,elevado,medio,publico,positivo,4,no,preparatoria,cercano,hombre,69
9,62,elevado,elevado,si,9,90,elevado,si,4,elevado,medio,publico,neutral,4,no,universidad,lejano,hombre,65
18,91,bajo,medio,si,5,60,bajo,si,0,elevado,elevado,privado,positivo,4,no,preparatoria,moderado,hombre,67
23,87,elevado,bajo,no,6,81,bajo,si,5,medio,elevado,privado,neutral,2,no,preparatoria,lejano,mujer,70
21,79,medio,bajo,si,8,78,bajo,si,1,bajo,elevado,publico,positivo,4,no,universidad,moderado,mujer,66
23,96,medio,bajo,si,8,62,medio,si,0,bajo,elevado,publico,neutral,4,no,preparatoria,moderado,mujer,69
21,73,medio,bajo,si,9,99,medio,si,2,medio,elevado,publico,neutral,3,no,posgrado,cercano,hombre,69
28,72,elevado,medio,si,8,92,bajo,si,1,medio,bajo,publico,negativo,2,no,preparatoria,cercano,mujer,68
14,95,medio,bajo,si,8,51,medio,si,5,medio,bajo,privado,positivo,4,no,universidad,cercano,mujer,70
16,92,medio,bajo,no,9,71,elevado,si,2,bajo,medio,privado,neutral,2,no,preparatoria,moderado,mujer,66
15,81,elevado,medio,no,5,68,bajo,no,0,medio,elevado,publico,positivo,3,no,preparatoria,cercano,mujer,65
25,65,bajo,medio,no,6,94,medio,si,1,bajo,elevado,publico,negativo,4,no,universidad,cercano,hombre,65
25,69,bajo,medio,si,5,63,medio,si,1,elevado,medio,privado,neutral,2,no,preparatoria,cercano,hombre,65
23,86,bajo,medio,si,4,100,medio,si,0,bajo,elevado,publico,negativo,3,no,posgrado,cercano,hombre,69
27,75,medio,bajo,no,8,60,medio,si,4,medio,bajo,publico,positivo,2,no,posgrado,moderado,mujer,69
13,93,medio,elevado,no,9,62,bajo,si,0,bajo,medio,privado,neutral,3,no,preparatoria,moderado,hombre,65
30,98,elevado,elevado,si,8,83,elevado,no,1,bajo,elevado,publico,neutral,3,no,preparatoria,cercano,mujer,76
29,92,medio,elevado,no,8,58,bajo,si,2,medio,bajo,privado,neutral,3,no,universidad,cercano,hombre,72
24,75,medio,bajo,no,7,94,medio,si,2,medio,elevado,publico,negativo,4,no,preparatoria,cercano,hombre,67
31,92,elevado,medio,si,7,55,medio,si,3,bajo,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,74
10,74,medio,bajo,si,10,99,elevado,si,2,medio,elevado,publico,neutral,3,no,universidad,cercano,hombre,66
17,67,elevado,elevado,si,9,94,medio,si,2,bajo,bajo,privado,positivo,3,no,preparatoria,cercano,mujer,66
16,61,medio,elevado,no,6,92,elevado,si,4,elevado,elevado,publico,neutral,3,no,preparatoria,cercano,hombre,66
24,75,bajo,elevado,si,9,70,elevado,si,5,elevado,elevado,publico,negativo,5,no,universidad,cercano,mujer,71
14,96,medio,bajo,no,9,76,medio,si,0,bajo,elevado,publico,neutral,3,no,preparatoria,moderado,hombre,66
25,70,bajo,elevado,no,8,73,elevado,si,1,bajo,bajo,publico,negativo,2,no,posgrado,cercano,hombre,65
28,68,bajo,elevado,si,8,99,medio,si,1,elevado,medio,publico,neutral,3,no,preparatoria,cercano,mujer,69
24,99,medio,bajo,si,8,52,bajo,si,1,bajo,elevado,publico,negativo,2,no,preparatoria,cercano,hombre,69
22,61,medio,bajo,si,5,69,bajo,si,2,bajo,elevado,publico,neutral,2,no,,lejano,mujer,63
14,91,bajo,medio,no,5,98,elevado,si,0,elevado,elevado,publico,neutral,3,no,preparatoria,cercano,mujer,68
15,73,medio,bajo,no,8,68,medio,si,1,elevado,medio,publico,neutral,3,no,,cercano,mujer,64
27,61,medio,bajo,no,5,70,medio,si,2,bajo,bajo,publico,neutral,2,no,universidad,cercano,hombre,64
25,97,medio,elevado,si,5,82,elevado,si,1,bajo,elevado,publico,negativo,5,no,universidad,moderado,hombre,73
20,66,bajo,elevado,si,4,95,elevado,si,2,elevado,medio,publico,neutral,2,no,preparatoria,moderado,mujer,66
17,82,medio,elevado,no,6,65,bajo,si,4,bajo,medio,privado,positivo,3,no,preparatoria,moderado,mujer,67
8,71,elevado,medio,si,8,97,medio,si,3,medio,bajo,privado,neutral,1,si,preparatoria,cercano,mujer,63
14,63,medio,bajo,si,8,64,elevado,si,1,bajo,medio,publico,neutral,3,no,preparatoria,moderado,hombre,61
31,62,medio,bajo,si,8,91,elevado,si,4,elevado,elevado,publico,positivo,4,no,preparatoria,moderado,hombre,71
12,65,bajo,medio,si,6,64,medio,si,1,medio,bajo,publico,positivo,3,no,universidad,cercano,mujer,61
21,63,medio,bajo,si,7,54,bajo,si,1,medio,bajo,privado,positivo,3,no,universidad,moderado,mujer,62
26,90,elevado,elevado,si,8,91,medio,si,1,elevado,elevado,privado,neutral,4,si,preparatoria,cercano,hombre,74
12,79,medio,bajo,no,8,73,medio,si,2,medio,bajo,privado,neutral,4,no,preparatoria,cercano,hombre,65
21,74,bajo,bajo,si,6,70,bajo,si,2,bajo,elevado,publico,positivo,3,no,preparatoria,moderado,mujer,64
26,77,bajo,bajo,no,7,71,medio,si,1,medio,elevado,publico,neutral,4,no,posgrado,moderado,hombre,66
20,97,elevado,elevado,si,4,81,medio,si,1,medio,bajo,publico,positivo,2,si,preparatoria,,hombre,72
37,96,elevado,medio,si,7,63,medio,si,0,medio,elevado,privado,positivo,4,no,preparatoria,cercano,hombre,76
10,89,medio,bajo,si,6,62,medio,si,4,bajo,medio,publico,positivo,3,no,posgrado,moderado,hombre,67
26,95,medio,elevado,no,9,74,bajo,si,3,bajo,medio,privado,neutral,3,si,preparatoria,cercano,mujer,71
19,73,elevado,medio,no,6,52,medio,si,1,medio,bajo,publico,positivo,3,no,preparatoria,cercano,hombre,65
25,75,bajo,bajo,si,7,82,medio,si,3,medio,elevado,privado,negativo,4,no,posgrado,cercano,hombre,68
23,85,medio,bajo,si,6,91,bajo,si,1,bajo,elevado,publico,neutral,3,no,preparatoria,lejano,hombre,68
16,85,elevado,bajo,si,6,86,bajo,si,3,elevado,elevado,privado,neutral,2,no,preparatoria,lejano,hombre,67
21,79,medio,bajo,no,8,73,medio,si,1,bajo,bajo,publico,neutral,2,no,preparatoria,cercano,mujer,64
9,76,bajo,elevado,no,6,78,bajo,no,0,medio,bajo,publico,negativo,4,si,posgrado,cercano,hombre,60
24,99,medio,bajo,no,10,51,bajo,si,1,bajo,medio,publico,neutral,3,no,,cercano,hombre,70
22,93,elevado,medio,si,4,96,elevado,si,1,elevado,bajo,privado,positivo,2,no,universidad,cercano,hombre,73
24,77,medio,bajo,si,8,78,bajo,si,2,elevado,elevado,privado,positivo,3,no,preparatoria,moderado,hombre,69
26,89,elevado,medio,no,7,66,medio,si,0,bajo,medio,publico,neutral,5,si,universidad,cercano,hombre,70
22,71,medio,bajo,no,7,65,bajo,si,1,bajo,medio,publico,neutral,3,no,universidad,cercano,hombre,64
21,64,elevado,bajo,si,7,83,elevado,si,2,bajo,bajo,publico,neutral,3,no,preparatoria,moderado,mujer,64
15,74,elevado,medio,si,8,79,medio,si,0,elevado,medio,publico,negativo,3,no,universidad,cercano,hombre,65
16,76,medio,bajo,no,7,59,bajo,si,0,bajo,medio,publico,neutral,2,no,universidad,cercano,mujer,62
27,61,medio,bajo,si,9,70,medio,si,0,medio,bajo,publico,neutral,2,no,preparatoria,,hombre,64
29,93,medio,bajo,si,7,84,medio,si,0,elevado,medio,publico,neutral,3,no,universidad,moderado,hombre,72
19,74,medio,bajo,si,5,65,elevado,no,1,bajo,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,64
20,83,medio,bajo,si,7,75,medio,si,0,medio,bajo,publico,neutral,4,no,preparatoria,cercano,mujer,67
15,63,elevado,elevado,si,9,63,bajo,no,4,elevado,elevado,privado,negativo,3,no,universidad,cercano,hombre,64
27,67,bajo,medio,no,6,54,medio,si,0,medio,bajo,privado,negativo,2,no,preparatoria,lejano,hombre,61
24,96,medio,elevado,si,5,69,medio,si,1,bajo,medio,publico,positivo,4,no,preparatoria,cercano,hombre,72
32,84,medio,bajo,si,8,87,medio,no,2,medio,bajo,publico,positivo,1,no,preparatoria,lejano,hombre,70
15,98,medio,elevado,no,8,61,medio,si,4,bajo,medio,publico,positivo,2,no,preparatoria,moderado,mujer,70
18,100,medio,bajo,no,6,88,medio,si,2,medio,bajo,publico,neutral,2,no,universidad,moderado,hombre,71
21,75,elevado,elevado,no,7,83,bajo,si,1,medio,bajo,publico,positivo,2,no,universidad,cercano,mujer,68
24,72,medio,bajo,no,7,75,medio,si,3,elevado,medio,privado,neutral,2,no,universidad,cercano,mujer,68
19,94,elevado,elevado,no,7,99,medio,si,0,bajo,medio,publico,neutral,1,si,preparatoria,cercano,hombre,70
15,100,elevado,elevado,no,8,94,elevado,si,2,medio,elevado,publico,negativo,3,no,universidad,cercano,hombre,73
25,85,elevado,medio,no,6,78,bajo,si,2,medio,elevado,publico,neutral,1,no,preparatoria,lejano,mujer,69
24,92,medio,elevado,no,8,78,elevado,si,0,medio,bajo,publico,neutral,3,no,preparatoria,cercano,hombre,71
15,91,bajo,medio,no,6,64,bajo,si,1,bajo,elevado,publico,positivo,3,si,preparatoria,cercano,hombre,64
28,74,medio,bajo,no,9,96,bajo,si,0,medio,bajo,privado,neutral,3,no,preparatoria,cercano,mujer,68
27,83,medio,bajo,no,10,95,medio,si,0,elevado,bajo,privado,neutral,4,no,preparatoria,moderado,mujer,69
21,93,elevado,bajo,no,6,87,medio,si,1,bajo,elevado,publico,positivo,2,no,preparatoria,cercano,mujer,70
20,88,medio,bajo,no,5,56,medio,si,1,bajo,medio,publico,neutral,4,no,,cercano,mujer,67
23,61,medio,elevado,si,8,85,medio,si,1,medio,elevado,privado,positivo,0,no,preparatoria,cercano,hombre,66
15,73,medio,elevado,no,7,63,medio,si,2,medio,bajo,publico,neutral,5,no,posgrado,moderado,hombre,65
20,66,medio,elevado,si,8,59,bajo,si,4,medio,bajo,publico,positivo,3,no,universidad,cercano,hombre,66
7,69,bajo,medio,si,6,88,medio,si,0,bajo,elevado,privado,negativo,4,no,posgrado,cercano,mujer,61
25,96,bajo,medio,no,7,98,medio,si,0,bajo,medio,publico,positivo,2,no,preparatoria,cercano,mujer,71
11,61,elevado,bajo,si,6,55,medio,si,5,elevado,bajo,publico,neutral,3,no,preparatoria,lejano,hombre,60
29,69,medio,bajo,si,7,58,medio,si,1,bajo,bajo,publico,positivo,2,no,universidad,cercano,hombre,66
18,72,bajo,bajo,si,5,61,bajo,si,1,medio,bajo,privado,negativo,4,no,universidad,moderado,hombre,61
19,85,medio,bajo,si,7,98,elevado,si,2,medio,bajo,publico,negativo,3,si,preparatoria,moderado,mujer,68
16,81,medio,elevado,si,5,85,elevado,no,2,bajo,medio,publico,positivo,3,no,universidad,cercano,hombre,68
18,69,medio,bajo,si,6,84,medio,si,2,bajo,medio,publico,positivo,4,no,preparatoria,cercano,hombre,65
29,67,elevado,bajo,no,7,75,medio,no,3,bajo,medio,publico,neutral,1,no,preparatoria,cercano,mujer,65
5,69,medio,bajo,si,8,77,medio,no,2,bajo,elevado,publico,negativo,2,no,universidad,cercano,mujer,60
28,80,bajo,medio,no,8,65,bajo,si,2,bajo,medio,privado,neutral,2,no,universidad,cercano,hombre,67
22,71,elevado,medio,no,8,58,medio,no,2,bajo,medio,publico,negativo,4,no,universidad,cercano,mujer,65
13,98,elevado,medio,si,5,89,elevado,si,1,elevado,medio,publico,negativo,3,no,preparatoria,cercano,hombre,70
14,79,medio,bajo,no,9,74,medio,si,1,medio,bajo,publico,neutral,4,no,preparatoria,cercano,hombre,64
30,62,medio,elevado,si,6,63,medio,si,2,bajo,elevado,publico,positivo,4,no,preparatoria,moderado,hombre,68
14,89,elevado,medio,no,6,82,elevado,si,2,medio,bajo,publico,negativo,4,no,universidad,moderado,mujer,69
13,73,medio,elevado,si,7,60,elevado,si,0,elevado,elevado,publico,neutral,3,no,universidad,cercano,mujer,65
27,86,medio,bajo,no,6,74,medio,si,2,elevado,elevado,privado,neutral,3,no,preparatoria,cercano,hombre,71
22,71,medio,bajo,si,8,60,bajo,si,1,medio,elevado,publico,neutral,4,no,preparatoria,moderado,mujer,65
14,83,medio,elevado,si,8,88,bajo,si,0,elevado,medio,publico,negativo,2,si,preparatoria,moderado,hombre,65
21,91,medio,bajo,si,6,66,elevado,si,0,medio,bajo,publico,positivo,2,si,universidad,lejano,mujer,68
14,97,medio,bajo,no,7,72,elevado,si,1,bajo,bajo,publico,neutral,3,no,preparatoria,cercano,mujer,66
27,70,bajo,bajo,si,7,88,medio,no,1,elevado,medio,publico,neutral,3,no,preparatoria,cercano,hombre,65
26,73,elevado,elevado,si,8,83,bajo,si,2,medio,bajo,publico,positivo,4,no,universidad,cercano,hombre,71
23,79,bajo,medio,si,6,70,medio,si,3,medio,elevado,publico,negativo,4,no,posgrado,moderado,mujer,68
22,97,medio,bajo,si,6,54,medio,no,2,elevado,medio,publico,neutral,2,no,universidad,cercano,hombre,70
31,96,medio,bajo,no,5,96,bajo,si,3,bajo,elevado,privado,neutral,2,no,universidad,,mujer,74
20,64,elevado,bajo,si,6,50,elevado,si,0,bajo,medio,privado,neutral,2,no,preparatoria,cercano,hombre,62
13,65,medio,elevado,no,5,87,bajo,si,1,medio,bajo,publico,positivo,2,si,preparatoria,moderado,mujer,61
23,80,elevado,elevado,si,6,97,medio,si,0,medio,bajo,privado,neutral,3,no,preparatoria,cercano,hombre,70
33,64,bajo,medio,si,9,65,medio,si,0,medio,,publico,negativo,2,no,universidad,moderado,hombre,65
14,74,medio,bajo,si,8,54,elevado,si,2,bajo,bajo,publico,neutral,2,no,preparatoria,moderado,hombre,62
18,66,elevado,elevado,no,9,62,medio,si,2,elevado,medio,publico,neutral,4,no,preparatoria,moderado,mujer,65
22,85,elevado,medio,no,6,66,bajo,si,0,bajo,medio,privado,positivo,4,no,universidad,cercano,hombre,68
20,98,medio,elevado,si,4,73,medio,si,2,medio,bajo,privado,positivo,1,no,preparatoria,lejano,hombre,70
14,100,medio,bajo,no,7,76,bajo,si,1,medio,bajo,privado,neutral,3,no,posgrado,cercano,mujer,68
27,75,bajo,medio,no,10,86,medio,no,3,medio,bajo,privado,positivo,6,no,posgrado,cercano,mujer,69
34,84,medio,elevado,si,6,95,medio,si,1,bajo,medio,privado,neutral,3,no,posgrado,lejano,hombre,73
21,94,medio,bajo,si,7,73,medio,si,1,medio,bajo,privado,positivo,5,no,universidad,cercano,mujer,71
15,65,bajo,elevado,si,5,87,medio,si,0,bajo,elevado,privado,neutral,4,no,preparatoria,cercano,mujer,63
